Path,DSMdv,LC3,Avinf,Lcdate,TOF
323358,0.217,208.607,19.431,2034-06-14,14.15
323358,0.215,130.492,11.708,2035-04-18,14.47
323358,0.162,72.545,14.063,2039-10-16,14.06
323358,0.088,59.58,7.958,2034-01-19,14.83
323358,0.06,124.503,9.117,2031-09-18,12.23
323358,0.183,63.497,19.412,2034-02-04,14.38
323358,0.118,86.04,10.277,2031-05-23,13.38
323358,0.134,156.674,7.832,2036-05-10,12.38
323358,0.174,20.823,7.395,2036-05-08,12.88
323358,0.206,165.036,18.901,2038-06-15,14.99
323358,0.223,207.647,16.045,2033-03-27,14.0
323358,0.339,170.689,15.031,2039-09-24,14.97
323358,0.126,125.893,19.117,2036-07-17,13.08
323358,0.098,193.516,7.472,2038-08-20,12.72
323358,0.217,131.819,10.097,2033-08-12,14.39
323358,0.286,223.093,13.819,2034-10-18,13.54
323358,0.226,211.924,17.274,2033-08-06,14.56
323358,0.169,12.831,9.002,2037-10-20,12.7
323358,0.14,49.195,15.739,2039-12-09,14.21
323358,0.147,182.607,6.705,2037-11-03,13.21
323358,0.228,19.675,19.164,2034-07-24,13.69
323358,0.144,192.254,16.513,2037-06-12,11.28
323358,0.186,223.903,10.11,2034-04-05,14.16
323358,0.301,44.989,5.877,2034-08-19,14.93
323358,0.093,145.136,15.018,2037-12-05,14.95
323358,0.147,151.454,16.637,2036-07-11,14.82
323358,0.202,191.893,20.301,2039-02-02,14.45
323358,0.25,149.445,17.556,2033-05-16,14.75
323358,0.186,185.807,6.59,2037-08-21,12.61
323358,0.118,97.897,4.962,2035-07-23,14.36
323358,0.194,107.062,22.622,2034-06-14,13.61
323358,0.258,24.087,16.883,2037-10-10,10.63
323358,0.15,113.385,16.968,2031-09-02,14.75
323358,0.21,57.244,11.832,2038-12-12,12.48
323358,0.191,191.097,13.349,2032-03-12,13.71
323358,0.21,112.566,16.598,2033-10-27,12.6
323358,0.234,51.291,14.488,2039-12-19,13.23
323358,0.198,118.65,15.359,2035-04-22,13.0
323358,0.278,116.211,14.745,2037-06-26,10.88
323358,0.144,129.956,14.974,2039-11-01,13.39
323358,0.204,136.6,6.031,2038-02-25,12.41
323358,0.139,83.269,12.353,2037-12-11,14.56
323358,0.178,45.891,5.604,2032-06-02,9.1
323358,0.221,102.735,18.111,2037-10-30,10.82
323358,0.131,222.617,6.272,2036-07-01,13.67
323358,0.253,164.791,14.416,2034-09-16,14.17
323358,0.217,93.978,13.447,2038-07-31,14.41
323358,0.087,58.671,8.695,2036-07-17,14.96
323358,0.203,180.993,9.196,2036-07-15,14.81
323358,0.096,163.434,8.976,2036-08-20,13.88
323358,0.148,34.364,15.113,2035-09-17,13.65
323358,0.325,200.354,9.374,2035-08-14,13.64
323358,0.165,207.076,11.724,2037-10-08,14.35
323358,0.282,146.385,8.352,2039-11-11,10.76
323358,0.21,68.155,11.718,2037-03-20,14.04
323358,0.096,147.675,9.685,2034-12-03,14.81
323358,0.209,128.175,19.448,2034-06-26,13.94
323358,0.148,54.079,6.067,2031-02-14,10.58
323358,0.164,171.07,5.56,2037-10-20,11.9
323358,0.206,86.308,24.503,2034-03-20,14.22
323358,0.183,203.615,15.949,2031-10-18,14.31
323358,0.347,217.462,13.612,2034-04-19,14.18
323358,0.084,164.533,22.708,2035-12-26,12.07
323358,0.321,107.679,15.081,2039-11-05,14.02
323358,0.094,147.974,12.608,2033-05-06,12.04
323358,0.211,40.99,7.428,2037-06-12,12.26
323358,0.048,28.58,16.894,2032-03-24,14.19
323358,0.092,179.165,5.857,2036-07-19,13.34
323358,0.133,141.283,13.56,2036-07-11,14.82
323358,0.172,121.483,8.955,2038-09-07,11.07
323358,0.118,206.646,18.764,2033-04-02,14.81
323358,0.27,215.826,19.157,2038-01-08,14.98
323358,0.229,102.245,16.28,2034-02-12,13.12
323358,0.193,21.079,9.93,2037-06-12,13.18
323358,0.2,41.04,11.584,2035-11-20,14.64
323358,0.073,199.434,20.885,2037-10-02,14.28
323358,0.16,144.197,24.28,2035-01-22,12.82
323358,0.11,133.653,12.296,2036-05-20,13.01
323358,0.228,160.775,10.987,2038-02-19,13.67
323358,0.111,205.734,9.304,2038-10-15,12.37
323358,0.245,97.638,13.174,2038-09-15,13.98
323358,0.199,202.527,16.097,2038-10-11,12.61
323358,0.048,133.188,8.749,2036-09-01,14.5
323358,0.107,167.559,16.805,2033-04-30,13.11
323358,0.125,159.198,13.738,2039-03-24,13.76
323358,0.18,217.285,7.202,2036-09-07,14.59
323358,0.188,136.245,12.109,2036-07-17,14.49
323358,0.232,150.039,20.038,2033-03-19,14.99
323358,0.111,16.7,12.533,2034-06-08,10.85
323358,0.257,220.428,19.702,2033-04-14,14.61
323358,0.175,213.971,11.51,2036-07-25,14.78
323358,0.294,203.119,20.208,2031-10-30,14.59
323358,0.188,224.819,23.668,2034-07-12,13.88
323358,0.133,205.006,6.4,2034-10-12,14.02
323358,0.241,188.908,8.414,2035-12-22,14.49
323358,0.184,27.255,6.031,2035-09-23,13.15
323358,0.261,218.876,13.622,2038-12-02,14.03
323358,0.054,35.711,9.624,2032-05-25,12.38
323358,0.231,177.756,16.395,2039-08-13,11.76
323358,0.092,19.073,5.542,2037-09-24,12.73
323358,0.182,139.828,4.995,2039-08-27,10.39
323358,0.107,203.397,10.629,2034-11-25,14.89
323358,0.14,61.824,17.273,2039-10-10,14.26
323358,0.2,59.082,12.362,2033-03-19,14.84
323358,0.222,147.886,14.045,2031-07-12,14.51
323358,0.117,119.826,6.806,2034-12-03,14.7
323358,0.133,214.696,5.882,2037-12-31,12.53
323358,0.218,221.588,10.243,2034-12-27,14.91
323358,0.187,192.224,24.529,2034-11-29,13.22
323358,0.141,191.23,14.182,2036-11-08,14.06
323358,0.122,214.666,20.421,2033-05-20,13.46
323358,0.276,119.315,10.092,2033-04-10,14.73
323358,0.196,81.894,7.428,2036-10-13,12.92
323358,0.277,218.623,14.057,2033-01-16,14.79
323358,0.34,168.511,11.018,2034-11-19,14.18
323358,0.108,123.24,10.013,2036-12-14,14.48
323358,0.13,176.552,18.353,2033-04-20,14.76
323358,0.104,217.04,10.131,2036-07-07,14.73
323358,0.126,201.932,10.196,2034-10-12,9.98
323358,0.155,156.717,11.058,2037-10-30,14.33
323358,0.128,154.996,5.479,2036-09-11,13.5
323358,0.161,168.179,16.725,2036-06-21,11.95
323358,0.221,50.82,17.168,2034-08-23,11.88
323358,0.166,112.932,16.58,2033-08-10,12.81
323358,0.263,214.438,20.914,2036-05-10,10.61
323358,0.086,126.186,13.311,2038-02-13,13.25
323358,0.144,22.425,4.963,2035-09-23,14.28
323358,0.12,164.609,13.464,2039-01-11,14.38
323358,0.146,132.594,10.8,2036-10-01,14.6
323358,0.263,82.622,16.282,2036-06-03,12.45
323358,0.086,183.143,18.689,2034-01-11,14.45
323358,0.237,179.434,21.77,2034-10-20,13.27
323358,0.204,136.007,17.176,2031-07-22,14.04
323358,0.295,26.937,16.204,2035-08-04,10.67
323358,0.126,181.813,4.798,2035-09-29,14.29
323358,0.153,101.918,17.681,2037-09-08,13.68
323358,0.111,173.757,6.427,2036-09-13,14.02
323358,0.26,216.079,9.512,2031-08-23,13.06
323358,0.071,22.431,7.077,2035-09-27,14.08
323358,0.303,164.797,8.346,2034-02-02,14.66
323358,0.367,213.849,17.19,2031-02-04,14.5
323358,0.269,182.657,7.606,2034-05-25,14.98
323358,0.225,14.268,11.247,2032-05-15,12.99
323358,0.303,224.508,13.835,2038-01-04,14.6
323358,0.19,204.736,18.741,2034-11-27,13.15
323358,0.332,51.301,14.947,2035-08-18,12.81
323358,0.168,14.607,12.662,2037-07-28,14.39
323358,0.248,172.923,19.448,2033-07-27,14.85
323358,0.184,193.002,14.83,2038-09-07,14.24
323358,0.06,82.656,9.634,2031-02-24,13.63
323358,0.215,148.02,13.519,2036-08-10,13.97
323358,0.031,138.481,10.156,2033-02-19,11.59
323358,0.241,75.341,10.579,2031-01-07,14.84
323358,0.304,117.184,19.292,2035-08-26,12.95
323358,0.185,116.632,12.065,2031-01-19,14.55
323358,0.139,17.494,9.396,2037-09-24,13.63
323358,0.196,208.335,14.336,2038-02-01,14.86
323358,0.203,216.799,23.086,2033-05-28,14.65
323358,0.128,120.854,18.848,2033-08-10,14.85
323358,0.113,87.761,19.027,2034-11-15,13.74
323358,0.192,146.458,9.326,2037-09-02,13.68
323358,0.188,58.872,21.77,2033-05-08,14.72
323358,0.085,181.197,15.688,2035-10-27,10.25
323358,0.288,218.714,14.184,2033-11-28,14.98
323358,0.196,124.885,21.884,2037-12-15,14.01
323358,0.325,24.54,8.193,2037-05-15,12.68
323358,0.239,114.18,8.152,2033-08-12,14.98
323358,0.214,118.435,17.855,2038-12-28,14.97
323358,0.197,219.885,6.38,2035-04-08,14.38
323358,0.116,34.478,18.343,2034-02-24,14.39
323358,0.175,64.523,13.815,2038-12-04,14.08
323358,0.074,207.023,8.885,2037-03-14,13.94
323358,0.124,128.624,13.709,2036-09-15,14.65
323358,0.068,123.949,16.368,2033-04-26,13.1
323358,0.162,177.554,18.833,2034-07-08,13.54
323358,0.226,17.016,11.257,2037-09-26,13.61
323358,0.219,36.39,12.831,2037-04-21,14.87
323358,0.166,177.212,7.108,2034-05-17,14.36
323358,0.239,177.601,14.969,2031-02-14,14.48
323358,0.166,163.789,7.18,2036-03-25,14.09
323358,0.175,69.877,16.453,2039-01-11,14.78
323358,0.042,186.597,9.412,2031-01-15,13.56
323358,0.167,20.691,12.99,2038-11-14,13.92
323358,0.096,98.739,9.043,2031-02-22,12.93
323358,0.326,37.828,9.425,2035-10-19,13.46
323358,0.323,150.7,6.551,2037-12-25,11.66
323358,0.175,149.082,8.277,2038-03-07,12.41
323358,0.08,214.773,7.258,2037-08-17,13.67
323358,0.108,198.22,5.463,2037-08-07,12.1
323358,0.217,174.102,7.832,2034-10-04,13.98
323358,0.19,177.784,13.113,2038-12-30,14.34
323358,0.213,221.915,15.782,2034-12-05,13.92
323358,0.252,148.454,13.49,2038-02-13,14.24
323358,0.244,161.952,10.612,2033-05-14,14.98
323358,0.246,132.155,11.981,2034-10-26,14.99
323358,0.109,31.816,11.152,2031-02-28,13.62
323358,0.245,208.561,15.916,2036-04-26,12.16
323358,0.069,159.911,5.795,2037-09-10,12.14
323358,0.248,114.303,8.808,2038-06-23,12.12
323358,0.082,187.636,21.703,2037-01-05,14.95
323358,0.017,223.61,5.418,2035-07-11,14.56
323358,0.238,125.017,17.801,2039-10-26,13.25
323358,0.221,167.218,19.774,2037-05-15,10.54
323358,0.128,224.223,9.924,2039-10-14,11.56
323358,0.205,120.822,13.334,2033-05-18,14.77
323358,0.124,26.64,11.153,2031-03-24,14.08
323358,0.147,9.244,13.093,2034-04-01,11.35
323358,0.082,185.441,9.596,2032-01-30,11.8
323358,0.155,172.635,10.9,2034-12-17,14.98
323358,0.252,194.314,13.708,2038-12-04,12.1
323358,0.189,142.609,13.992,2039-08-27,9.22
323358,0.135,121.483,17.316,2038-09-07,14.71
323358,0.253,19.61,16.97,2034-07-08,13.65
323358,0.204,109.142,7.374,2032-02-03,10.22
323358,0.294,104.735,15.974,2035-06-19,13.4
323358,0.194,183.743,11.649,2039-10-04,12.38
323358,0.13,46.449,11.843,2036-12-18,14.41
323358,0.158,29.109,14.132,2038-11-30,14.04
323358,0.133,203.487,16.282,2032-07-06,10.72
323358,0.209,186.52,14.693,2039-09-04,14.65
323358,0.258,32.628,14.389,2038-09-09,13.75
323358,0.107,120.27,14.718,2032-12-15,13.46
323358,0.03,219.473,6.428,2035-09-25,14.21
323358,0.202,193.07,9.621,2031-02-12,13.66
323358,0.081,130.803,15.945,2038-04-06,14.64
323358,0.093,185.899,11.374,2036-11-26,14.73
323358,0.173,76.148,9.304,2039-08-19,11.53
323358,0.158,163.644,15.256,2039-05-05,12.05
323358,0.277,217.912,9.464,2036-08-26,14.47
323358,0.234,58.086,13.138,2037-10-10,13.88
323358,0.224,91.169,11.936,2037-10-02,11.35
323358,0.216,218.824,14.116,2033-03-25,12.82
323358,0.249,218.265,21.739,2034-06-10,13.7
323358,0.07,224.216,13.831,2039-10-24,13.17
323358,0.099,165.48,13.351,2039-04-25,13.7
323358,0.261,222.918,18.585,2034-12-25,13.04
323358,0.171,188.921,18.507,2034-07-24,13.92
323358,0.266,185.485,17.332,2031-01-01,14.57
323358,0.195,205.831,13.348,2033-05-28,14.98
323358,0.191,133.64,20.309,2034-11-05,13.47
323358,0.213,156.397,14.568,2039-02-24,14.66
323358,0.34,171.72,5.427,2034-09-26,14.98
323358,0.054,61.81,14.396,2039-01-23,13.96
323358,0.295,187.616,6.026,2036-08-02,13.11
323358,0.238,211.483,16.58,2033-04-04,13.16
323358,0.127,205.647,22.622,2038-08-10,9.45
323358,0.119,18.481,15.901,2035-09-15,10.41
323358,0.33,32.808,9.332,2037-11-09,14.31
323358,0.275,206.296,20.579,2032-06-04,14.45
323358,0.171,99.987,6.935,2035-05-14,13.51
323358,0.136,144.31,14.179,2039-11-03,13.97
323358,0.345,53.862,10.342,2032-07-10,14.95
323358,0.139,160.565,10.042,2038-05-22,12.22
323358,0.178,134.034,10.978,2039-11-03,12.39
323358,0.151,102.882,15.653,2034-08-15,14.26
323358,0.169,134.314,13.794,2039-09-28,13.27
323358,0.183,159.592,8.471,2036-06-23,14.9
323358,0.173,32.377,16.407,2032-05-11,14.07
323358,0.182,95.449,17.917,2035-06-21,12.89
323358,0.329,188.958,11.994,2034-11-29,14.12
323358,0.207,127.699,7.671,2036-11-22,13.54
323358,0.105,191.395,15.004,2039-09-04,11.72
323358,0.129,168.44,9.567,2031-02-18,13.58
323358,0.026,157.199,4.949,2037-09-22,12.3
323358,0.176,151.544,13.917,2039-09-08,12.9
323358,0.135,214.771,22.969,2038-03-11,9.86
323358,0.232,30.79,16.467,2031-03-24,13.16
323358,0.239,207.626,20.213,2036-03-23,11.64
323358,0.108,126.669,9.154,2039-10-06,11.39
323358,0.17,204.422,15.839,2035-08-18,13.25
323358,0.145,165.136,18.074,2035-06-07,12.89
323358,0.238,186.567,13.688,2036-12-02,11.54
323358,0.122,11.575,15.774,2032-08-23,13.45
323358,0.061,165.807,10.152,2034-01-31,10.56
323358,0.101,177.83,14.29,2032-06-10,13.6
323358,0.181,211.701,15.31,2036-01-19,13.85
323358,0.128,119.092,15.411,2031-02-04,8.75
323358,0.331,146.586,17.356,2033-04-08,14.79
323358,0.151,41.522,18.307,2038-08-08,14.83
323358,0.251,73.676,10.082,2033-03-25,14.82
323358,0.172,223.846,6.922,2034-04-07,14.66
323358,0.259,148.175,15.448,2032-03-20,14.58
323358,0.146,66.332,17.264,2038-12-24,14.1
323358,0.153,42.722,8.128,2034-08-23,14.28
323358,0.204,160.715,11.508,2039-09-18,12.45
323358,0.091,175.041,17.352,2032-09-04,13.74
323358,0.183,106.859,14.371,2035-06-03,12.71
323358,0.263,127.983,5.947,2038-03-13,11.55
323358,0.197,180.947,24.616,2038-10-17,14.77
323358,0.212,169.574,5.251,2036-09-09,13.01
323358,0.169,150.847,12.953,2038-04-20,10.19
323358,0.214,203.579,14.145,2031-09-22,14.33
323358,0.098,42.347,21.928,2034-02-04,14.21
323358,0.246,160.612,6.448,2031-01-13,11.06
323358,0.169,224.395,14.037,2036-07-19,12.33
323358,0.092,195.828,7.11,2035-03-25,14.47
323358,0.061,222.419,7.357,2036-08-08,14.75
323358,0.262,214.983,4.777,2035-08-30,14.32
323358,0.18,13.25,15.143,2034-07-22,14.99
323358,0.143,113.285,9.217,2036-05-16,12.78
323358,0.157,72.913,9.629,2032-05-27,14.84
323358,0.322,22.431,7.28,2035-09-27,14.54
323358,0.176,137.554,9.195,2031-07-28,12.37
323358,0.138,171.432,13.582,2039-09-22,13.32
323358,0.22,191.893,19.161,2039-02-02,9.52
323358,0.221,47.662,24.235,2037-07-08,14.92
323358,0.184,220.038,8.468,2037-08-01,13.79
323358,0.123,80.848,9.261,2035-08-02,14.85
323358,0.153,13.925,13.159,2039-02-04,13.1
323358,0.258,156.587,8.175,2036-08-12,13.86
323358,0.181,36.898,5.246,2038-12-28,10.71
323358,0.213,39.309,16.946,2039-01-05,14.02
323358,0.157,192.224,14.864,2038-10-05,13.88
323358,0.129,148.516,13.988,2032-01-24,13.97
323358,0.287,186.036,17.561,2038-04-28,13.16
323358,0.157,31.777,11.746,2031-03-02,14.02
323358,0.078,191.374,8.372,2039-02-28,12.2
323358,0.248,211.17,12.39,2031-04-15,14.18
323358,0.175,184.34,11.882,2034-03-10,13.87
323358,0.295,39.048,11.578,2033-04-30,15.0
323358,0.26,116.584,8.062,2035-08-28,14.62
323358,0.179,211.202,15.427,2039-05-27,14.53
323358,0.167,121.596,16.5,2037-12-11,10.49
323358,0.075,126.482,13.042,2039-12-09,13.06
323358,0.065,51.859,9.725,2031-02-10,13.58
323358,0.195,69.279,11.936,2035-08-12,13.82
323358,0.143,127.699,10.926,2036-11-22,13.84
323358,0.109,70.413,14.024,2031-05-23,14.62
323358,0.142,200.238,19.102,2033-12-30,14.44
323358,0.191,132.608,8.278,2037-10-18,13.72
323358,0.177,46.829,6.391,2035-09-05,13.13
323358,0.15,157.282,17.839,2038-02-03,14.98
323358,0.237,13.086,12.476,2034-07-02,13.83
323358,0.138,208.408,5.453,2036-06-11,13.72
323358,0.234,145.004,13.808,2039-07-06,13.49
323358,0.13,134.238,7.143,2037-09-22,12.33
323358,0.188,19.311,22.395,2038-10-19,14.63
323358,0.271,173.645,13.632,2039-09-26,13.39
323358,0.292,218.25,8.653,2035-03-31,13.99
323358,0.155,43.464,11.901,2039-01-31,12.28
323358,0.201,178.376,14.1,2035-09-23,13.15
323358,0.153,220.484,13.757,2039-11-17,13.22
323358,0.283,204.038,18.131,2033-04-06,14.99
323358,0.214,213.945,21.862,2034-05-11,11.95
323358,0.29,137.284,21.808,2038-11-26,14.47
323358,0.254,48.856,16.96,2035-08-08,12.8
323358,0.144,84.192,6.121,2034-03-22,7.54
323358,0.124,187.217,6.267,2036-03-11,13.67
323358,0.143,145.143,11.064,2038-03-09,14.03
323358,0.165,156.717,11.718,2037-10-30,14.95
323358,0.177,161.309,20.546,2034-04-09,12.6
323358,0.17,202.699,16.206,2033-03-21,13.08
323358,0.186,206.646,6.663,2035-11-04,13.49
323358,0.215,126.041,20.619,2032-09-16,14.19
323358,0.222,197.353,10.03,2031-12-27,14.43
323358,0.226,135.3,6.148,2036-07-19,13.63
323358,0.159,24.791,11.813,2031-04-05,12.91
323358,0.233,84.875,15.009,2037-11-21,14.98
323358,0.19,181.282,5.897,2037-09-26,12.79
323358,0.196,208.191,19.942,2038-09-01,14.87
323358,0.134,94.303,11.898,2034-05-29,13.65
323358,0.101,132.23,18.944,2036-08-18,11.82
323358,0.123,17.364,8.905,2035-08-22,14.81
323358,0.13,192.224,20.528,2038-10-05,14.79
323358,0.241,19.389,6.037,2034-08-31,14.98
323358,0.281,68.818,18.735,2035-08-30,12.39
323358,0.181,86.613,20.8,2032-07-08,14.35
323358,0.247,111.048,9.991,2038-08-16,11.07
323358,0.247,223.151,19.343,2033-04-24,15.0
323358,0.092,196.524,10.445,2031-12-27,12.12
323358,0.145,113.898,15.526,2038-08-26,11.24
323358,0.072,181.635,16.703,2032-05-21,14.03
323358,0.14,139.272,5.594,2038-03-13,12.04
323358,0.309,119.418,15.081,2035-08-14,13.25
323358,0.182,16.913,7.668,2035-12-02,14.62
323358,0.253,101.642,14.93,2039-11-01,13.98
323358,0.206,136.673,14.648,2039-11-25,14.12
323358,0.166,61.676,18.543,2037-05-05,14.66
323358,0.109,217.343,15.685,2034-12-01,11.18
323358,0.206,67.767,15.551,2039-12-09,13.98
323358,0.181,111.35,13.678,2035-04-04,12.97
323358,0.243,185.969,14.289,2034-08-05,14.39
323358,0.168,177.335,13.071,2032-03-22,12.75
323358,0.239,121.912,13.89,2031-04-19,14.6
323358,0.109,168.575,23.004,2037-07-10,14.9
323358,0.081,215.771,20.408,2033-10-29,13.0
323358,0.251,224.699,14.729,2033-03-17,14.85
323358,0.175,183.592,12.66,2037-12-13,14.47
323358,0.151,208.801,12.99,2034-09-24,10.98
323358,0.309,145.103,14.928,2038-08-14,14.01
323358,0.148,94.812,12.705,2039-12-11,12.44
323358,0.287,109.924,9.886,2036-06-19,13.23
323358,0.254,123.986,13.504,2036-04-18,12.18
323358,0.118,219.839,11.598,2035-01-04,14.69
323358,0.211,221.209,18.058,2038-04-18,14.78
323358,0.208,210.581,10.256,2035-02-13,12.94
323358,0.121,58.206,7.422,2036-07-03,14.06
323358,0.194,115.848,18.469,2039-09-14,14.93
323358,0.299,154.9,20.791,2039-11-07,8.68
323358,0.307,57.068,9.377,2037-05-21,13.14
323358,0.183,215.543,9.031,2031-01-07,13.06
323358,0.181,151.544,6.24,2039-09-08,10.52
323358,0.252,224.52,18.217,2034-10-26,13.32
323358,0.117,195.376,9.197,2032-02-03,11.86
323358,0.143,119.914,14.131,2038-10-03,14.24
323358,0.226,39.741,8.074,2038-08-14,11.52
323358,0.071,17.576,11.463,2035-12-06,14.53
323358,0.184,209.263,15.93,2033-04-06,12.83
323358,0.122,189.904,9.859,2030-12-24,13.0
323358,0.18,154.214,7.964,2036-07-13,14.82
323358,0.136,210.745,13.023,2037-11-19,14.44
323358,0.221,190.704,15.938,2033-05-02,12.76
323358,0.232,92.059,16.938,2032-04-11,14.2
323358,0.199,190.206,15.676,2031-09-08,13.91
323358,0.146,85.166,9.163,2034-05-15,9.58
323358,0.214,146.148,9.143,2037-07-22,12.97
323358,0.175,29.415,10.702,2031-04-23,12.64
323358,0.167,49.734,18.466,2034-01-15,14.31
323358,0.166,122.769,10.39,2034-11-23,14.96
323358,0.251,125.772,4.84,2036-12-26,13.11
323358,0.216,219.88,18.178,2033-01-24,15.0
323358,0.166,167.623,21.215,2033-06-23,14.48
323358,0.158,202.258,12.107,2034-11-07,14.55
323358,0.136,90.911,12.776,2033-02-19,12.55
323358,0.213,54.991,17.228,2039-01-17,14.03
323358,0.177,219.279,18.056,2034-12-23,13.35
323358,0.155,144.429,9.174,2031-07-14,12.42
323358,0.143,165.955,14.135,2032-08-21,14.41
323358,0.275,221.772,18.383,2031-10-06,14.98
323358,0.228,158.703,6.653,2036-02-22,13.53
323358,0.206,119.84,14.412,2038-05-22,14.6
323358,0.094,198.745,5.244,2036-07-09,13.18
323358,0.184,127.892,6.75,2036-09-09,12.99
323358,0.174,206.991,14.132,2038-05-12,14.6
323358,0.246,122.191,12.3,2033-04-08,14.92
323358,0.178,222.136,9.655,2031-07-30,13.2
323358,0.051,146.28,13.421,2037-10-22,14.38
323358,0.121,195.345,11.691,2039-10-20,12.82
323358,0.07,201.283,10.66,2036-11-06,13.77
323358,0.202,212.976,15.598,2033-05-08,14.63
323358,0.161,195.753,11.63,2037-11-19,14.8
323358,0.061,168.194,8.699,2036-05-02,13.85
323358,0.231,180.251,20.535,2035-10-21,11.06
323358,0.305,213.086,8.426,2034-08-11,14.72
323358,0.148,203.049,18.512,2033-04-10,14.78
323358,0.186,109.82,13.33,2037-08-25,14.47
323358,0.22,211.751,20.535,2032-05-11,14.51
323358,0.069,169.485,15.546,2032-02-17,13.47
323358,0.177,214.987,15.123,2038-01-10,14.8
